title,item_no,Country of Origin,barcode,Description,image,price,pack_price,url
TOY PIZZA KITCHEN PLAY SET,Item No.: 115384,Country of Origin: CHINA,885861221760,"CS/PK Size: 48/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/115384.jpg,$0.93,$22.32,https://www.jcsalesweb.com/Catalog/Product/3056/0/582521-TOY-PIZZA-KITCHEN-PLAY-SET
SOFTEEN FACIAL TISSUE 2-PLY 85CT,Item No.: 27933,Country of Origin:,655406036858,"CS/PK Size: 36/36, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/27933.jpg,$0.77,$27.72,https://www.jcsalesweb.com/Catalog/Product/3053/0/550509-SOFTEEN-FACIAL-TISSUE-2-PLY-85CT
SUNGLASSES FASHION ASST COLOR LENS #CH01RV,Item No.: 412103,Country of Origin: CHINA,843653142754,"CS/PK Size: 300/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/412103.jpg,$0.93,$11.16,https://www.jcsalesweb.com/Catalog/Product/3006/0/582054-SUNGLASSES-FASHION-ASST-COLOR-LENS-CH01RV
BATH TISSUE 500 2 PLY,Item No.: 100995,Country of Origin: MEXICO,100995,"CS/PK Size: 96/96, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/100995.jpg,$0.39,$37.44,https://www.jcsalesweb.com/Catalog/Product/3053/0/555173-BATH-TISSUE-500-2-PLY
VIRTUE PAPER TOWEL 100 CT 2  PLY,Item No.: 73247,Country of Origin: MEXICO,73247,"CS/PK Size: 24/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/73247.jpg,$0.81,$19.44,https://www.jcsalesweb.com/Catalog/Product/3053/0/453001-VIRTUE-PAPER-TOWEL-100-CT-2-PLY
GLASS COOKIE JAR 139OZ W/ BLACK LID & DECAL #5359-4,Item No.: 412175,Country of Origin: CHINA,847889053594,"CS/PK Size: 4/4, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/412175.jpg,$7.01,$28.04,https://www.jcsalesweb.com/Catalog/Product/2989/0/582195-GLASS-COOKIE-JAR-139OZ-W-BLACK-LID-DECAL-5359-4
CERAMIC MUG 18OZ WHITE W/ DESIGN #65725,Item No.: 412152,Country of Origin: CHINA,013429657250,"CS/PK Size: 36/36, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/412152.jpg,$0.93,$33.48,https://www.jcsalesweb.com/Catalog/Product/2989/0/582172-CERAMIC-MUG-18OZ-WHITE-W-DESIGN-65725
SOFT TOUCH PAPER TOWEL 100CT 2PLY BIG ROLL,Item No.: 21051,Country of Origin: USA,081137210517,"CS/PK Size: 24/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/21051.jpg,$0.95,$22.80,https://www.jcsalesweb.com/Catalog/Product/3053/0/432499-SOFT-TOUCH-PAPER-TOWEL-100CT-2PLY-BIG-ROLL
BIG QUALITY PAPER TOWEL 150 CT 2 PLY,Item No.: 732451,Country of Origin: MEXICO,54136300311,"CS/PK Size: 20/20, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/732451.jpg,$0.77,$15.40,https://www.jcsalesweb.com/Catalog/Product/3053/0/458898-BIG-QUALITY-PAPER-TOWEL-150-CT-2-PLY
HAIR JAW AND BAND SET BLACK & BROWN ASST,Item No.: 213142,Country of Origin: CHINA,16670560446,"CS/PK Size: 480/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/213142.jpg,$0.65,$7.80,https://www.jcsalesweb.com/Catalog/Product/3006/0/581276-HAIR-JAW-AND-BAND-SET-BLACK-BROWN-ASST
BIG ROLL PAPER TOWEL 90CT 2PLY SUPER SOFT,Item No.: 70024,Country of Origin: USA,10744096771006,"CS/PK Size: 24/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/70024.jpg,$0.95,$22.80,https://www.jcsalesweb.com/Catalog/Product/3053/0/435561-BIG-ROLL-PAPER-TOWEL-90CT-2PLY-SUPER-SOFT
KITCHEN TOWEL WHITE 12CT,Item No.: 275025,Country of Origin:,275025,"CS/PK Size: 40/40, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/275025.jpg,$1.75,$70.00,https://www.jcsalesweb.com/Catalog/Product/2989/0/582036-KITCHEN-TOWEL-WHITE-12CT
HAIR BAND 24 COUNT ASST COLOR,Item No.: 213140,Country of Origin: CHINA,659499887212,"CS/PK Size: 1,200/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/213140.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/581275-HAIR-BAND-24-COUNT-ASST-COLOR
CHILDREN'S FASHION FACE MASK ASST CLRS,Item No.: 158323,Country of Origin: CHINA,871170023171,"CS/PK Size: 1,200/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/158323.jpg,$0.58,$13.92,https://www.jcsalesweb.com/Catalog/Product/3006/0/580145-CHILDRENS-FASHION-FACE-MASK-ASST-CLRS
HAIR PONYTAIL W/BRAIDS & FLOWERS #JJ2300,Item No.: 203170,Country of Origin: CHINA,,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/203170.jpg,$0.46,$5.52,https://www.jcsalesweb.com/Catalog/Product/3006/0/580238-HAIR-PONYTAIL-WBRAIDS-FLOWERS-JJ2300
ID HOLDER ASST COLOR #JJ-008,Item No.: 203171,Country of Origin: CHINA,871170000080,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/203171.jpg,$0.65,$7.80,https://www.jcsalesweb.com/Catalog/Product/3006/0/580274-ID-HOLDER-ASST-COLOR-JJ-008
HAIR BAND 3PC COZY STYLE #SQ009,Item No.: 199006,Country of Origin: CHINA,659499897488,"CS/PK Size: 1,200/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/199006.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/580656-HAIR-BAND-3PC-COZY-STYLE-SQ009
"CERAMIC BOWL GREY & BLUE W/ WHITE TRIM 6"" #65644",Item No.: 412044,Country of Origin: CHINA,013429656444,"CS/PK Size: 36/36, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/412044.jpg,$0.88,$31.68,https://www.jcsalesweb.com/Catalog/Product/2989/0/581871-CERAMIC-BOWL-GREY-BLUE-W-WHITE-TRIM-6-65644
TITAN SATIN CLASSIC DU-RAG WHITE,Item No.: 169837,Country of Origin: CHINA,37A658302116044,"CS/PK Size: 36/36, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/169837.jpg,$0.70,$25.20,https://www.jcsalesweb.com/Catalog/Product/3006/0/578749-TITAN-SATIN-CLASSIC-DU-RAG-WHITE
MEN'S HAT MILK/BEIGE BAND ONLY BLACK,Item No.: 108204,Country of Origin: CHINA,718552035165,"CS/PK Size: 120/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/108204.jpg,$1.05,$12.60,https://www.jcsalesweb.com/Catalog/Product/3006/0/578671-MENS-HAT-MILKBEIGE-BAND-ONLY-BLACK
HAIR TIE 8CT MEDIUM NEON ASST CLR,Item No.: 203048,Country of Origin: CHINA,659499895590,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/203048.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/576179-HAIR-TIE-8CT-MEDIUM-NEON-ASST-CLR
HAIR PIN BOW ASST CLR,Item No.: 203160,Country of Origin: CHINA,871170010720,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/203160.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/579426-HAIR-PIN-BOW-ASST-CLR
PHONE STENT RING STYLE,Item No.: 108231,Country of Origin: CHINA,,"CS/PK Size: 480/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/108231.jpg,$0.73,$8.76,https://www.jcsalesweb.com/Catalog/Product/3006/0/578709-PHONE-STENT-RING-STYLE
HAIR TIE 6CT BLACK,Item No.: 203055,Country of Origin: CHINA,659499897624,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/203055.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/576188-HAIR-TIE-6CT-BLACK
NUVALU HAIR JAW CLIP BLACK 12PCS,Item No.: 209105,Country of Origin:,195457091050,"CS/PK Size: 72/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/209105.jpg,$0.93,$22.32,https://www.jcsalesweb.com/Catalog/Product/3006/0/579717-NUVALU-HAIR-JAW-CLIP-BLACK-12PCS
KEYCHAIN HEART I LOVE YOU,Item No.: 202050,Country of Origin: CHINA,871170058951,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/202050.jpg,$0.65,$7.80,https://www.jcsalesweb.com/Catalog/Product/3006/0/573728-KEYCHAIN-HEART-I-LOVE-YOU
HAIR PIN BOW ASST CLR,Item No.: 202056,Country of Origin: CHINA,871170059019,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/202056.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/573777-HAIR-PIN-BOW-ASST-CLR
HAIR DONUTBLACK,Item No.: 202067,Country of Origin: CHINA,608729605843,"CS/PK Size: 300/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/202067.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/573902-HAIR-DONUTBLACK
KEYCHAIN W/SPRING,Item No.: 106774,Country of Origin:,106774,"CS/PK Size: 720/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/106774.jpg,$0.46,$5.52,https://www.jcsalesweb.com/Catalog/Product/3006/0/573426-KEYCHAIN-WSPRING
HAIR BOW CLIP MERMAID ASST COLOR,Item No.: 202069,Country of Origin:,871170056124,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/202069.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/573905-HAIR-BOW-CLIP-MERMAID-ASST-COLOR
HAIR JAW 6 CT MATTE BLACK & BROWN ASST,Item No.: 005847,Country of Origin: CHINA,871110418470,"CS/PK Size: 360/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/005847.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/571658-HAIR-JAW-6-CT-MATTE-BLACK-BROWN-ASST
RELIGIOUS KEYCHAIN  ASST DEGN,Item No.: 201901,Country of Origin: CHINA,871170057961,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/201901.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/572333-RELIGIOUS-KEYCHAIN-ASST-DEGN
HAIR BAND LARGE W/ CHECK PATTERN ASST CLR,Item No.: 201982,Country of Origin: CHINA,871170059033,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/201982.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/573092-HAIR-BAND-LARGE-W-CHECK-PATTERN-ASST-CLR
KEYCHAIN W/STRAP,Item No.: 106342,Country of Origin: CHINA,106342,"CS/PK Size: 720/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/106342.jpg,$0.53,$6.36,https://www.jcsalesweb.com/Catalog/Product/3006/0/572128-KEYCHAIN-WSTRAP
KEYCHAIN I LOVE JESUS BLACK,Item No.: 201427,Country of Origin: CHINA,201427,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/201427.jpg,$0.77,$9.24,https://www.jcsalesweb.com/Catalog/Product/3006/0/569621-KEYCHAIN-I-LOVE-JESUS-BLACK
HAIR BAND 12 COUNT ASST DARK,Item No.: 005837,Country of Origin: CHINA,005837,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/005837.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/571647-HAIR-BAND-12-COUNT-ASST-DARK
HAIR TIE PASTEL ASST COLOR,Item No.: 201447,Country of Origin: CHINA,871170058029,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/201447.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/569743-HAIR-TIE-PASTEL-ASST-COLOR
HAIR RUBBER BAND BLACK COLOR,Item No.: 201529,Country of Origin: CHINA,871170058197,"CS/PK Size: 360/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/201529.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/570069-HAIR-RUBBER-BAND-BLACK-COLOR
COIN PURSE W/TASSEL ASST COLOR,Item No.: 201538,Country of Origin: CHINA,659499890144,"CS/PK Size: 1,200/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/201538.jpg,$0.65,$7.80,https://www.jcsalesweb.com/Catalog/Product/3006/0/570144-COIN-PURSE-WTASSEL-ASST-COLOR
TOTE BAG  LARGE ASST COLOR & DESIGN,Item No.: 201046,Country of Origin: CHINA,871170057602,"CS/PK Size: 120/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/201046.jpg,$1.87,$22.44,https://www.jcsalesweb.com/Catalog/Product/3006/0/568190-TOTE-BAG-LARGE-ASST-COLOR-DESIGN
EARRING HOOP ASST SHAPE W/CASE,Item No.: 201072,Country of Origin: KOREA,08809390740471,"CS/PK Size: 96/96, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/201072.jpg,$4.09,$392.64,https://www.jcsalesweb.com/Catalog/Product/3006/0/568283-EARRING-HOOP-ASST-SHAPE-WCASE
HAIR PIN BOW W/GLITTER ASST COLOR,Item No.: 200992,Country of Origin: CHINA,659499887052,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/200992.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/567944-HAIR-PIN-BOW-WGLITTER-ASST-COLOR
HAIR JAW CLIP BOWTIE DESIGN 2 CT ASST COLOR,Item No.: 946331,Country of Origin: CHINA,871170031671,"CS/PK Size: 240/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/946331.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/567950-HAIR-JAW-CLIP-BOWTIE-DESIGN-2-CT-ASST-COLOR
HAIR DONUT ASST COLOR,Item No.: 201119,Country of Origin: CHINA,871170031954,"CS/PK Size: 480/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/201119.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/568476-HAIR-DONUT-ASST-COLOR
EARRINGS ROUND GOLD ASST SIZE,Item No.: 200235,Country of Origin: CHINA,200235,"CS/PK Size: 72/72, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/200235.jpg,$0.77,$55.44,https://www.jcsalesweb.com/Catalog/Product/3006/0/565752-EARRINGS-ROUND-GOLD-ASST-SIZE
EARRINGS SQUARE SILVER ASST SIZE,Item No.: 200236,Country of Origin: CHINA,200236,"CS/PK Size: 72/72, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/200236.jpg,$0.77,$55.44,https://www.jcsalesweb.com/Catalog/Product/3006/0/565753-EARRINGS-SQUARE-SILVER-ASST-SIZE
EARRINGS ASST SHAPE & COLOR,Item No.: 200237,Country of Origin: CHINA,871170057411,"CS/PK Size: 72/72, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/200237.jpg,$0.77,$55.44,https://www.jcsalesweb.com/Catalog/Product/3006/0/565751-EARRINGS-ASST-SHAPE-COLOR
KEY CHAIN ASST FIGURE W/FRAME,Item No.: 201113,Country of Origin: CHINA,871170057923,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/201113.jpg,$0.70,$8.40,https://www.jcsalesweb.com/Catalog/Product/3006/0/568407-KEY-CHAIN-ASST-FIGURE-WFRAME
EARRINGS SQUARE GOLD ASST SIZE,Item No.: 200234,Country of Origin: CHINA,200234,"CS/PK Size: 72/72, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/200234.jpg,$0.77,$55.44,https://www.jcsalesweb.com/Catalog/Product/3006/0/565755-EARRINGS-SQUARE-GOLD-ASST-SIZE
KEY CHAIN JESUS ASST CLR & DEGN,Item No.: 104117,Country of Origin: CHINA,716670561627,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/104117.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/563492-KEY-CHAIN-JESUS-ASST-CLR-DEGN
POUCH UNICORN ASST CLR & DEGN,Item No.: 104138,Country of Origin: CHINA,871170056216,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/104138.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/563539-POUCH-UNICORN-ASST-CLR-DEGN
KEYCHAIN W/DUAL RING,Item No.: 104633,Country of Origin: CHINA,718550902032,"CS/PK Size: 720/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/104633.jpg,$0.53,$6.36,https://www.jcsalesweb.com/Catalog/Product/3006/0/564478-KEYCHAIN-WDUAL-RING
HAIR JAW CLIP MEDIUM 2 CT ASST CLR #5605,Item No.: 104131,Country of Origin: CHINA,871170056056,"CS/PK Size: 240/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/104131.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/563540-HAIR-JAW-CLIP-MEDIUM-2-CT-ASST-CLR-5605
HAIR SNAP PIN ASST CLR,Item No.: 104730,Country of Origin: CHINA,871170055806,"CS/PK Size: 1,000/10, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/104730.jpg,$0.58,$5.80,https://www.jcsalesweb.com/Catalog/Product/3006/0/564935-HAIR-SNAP-PIN-ASST-CLR
HAIR SCRUNCHY SMALL 6PC BLACK,Item No.: 101682,Country of Origin: CHINA,101682,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/101682.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/557283-HAIR-SCRUNCHY-SMALL-6PC-BLACK
MEN'S WALLET EMBOSSED LEATHER ASST CLR,Item No.: 101575,Country of Origin:,,"CS/PK Size: 144/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/101575.jpg,$2.10,$25.20,https://www.jcsalesweb.com/Catalog/Product/3006/0/557080-MENS-WALLET-EMBOSSED-LEATHER-ASST-CLR
POUCH SEMI CIRCLE W/ STRIPE ASST CLR,Item No.: 080806,Country of Origin: CHINA,,"CS/PK Size: 240/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/080806.jpg,$0.93,$11.16,https://www.jcsalesweb.com/Catalog/Product/3006/0/560239-POUCH-SEMI-CIRCLE-W-STRIPE-ASST-CLR
HAIR RUBBER BAND 2000PC ASST CLR,Item No.: 102615,Country of Origin: CHINA,610696286642,"CS/PK Size: 360/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/102615.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/559950-HAIR-RUBBER-BAND-2000PC-ASST-CLR
KEYCHAIN RETRACTABLE ASSORTED COLORS,Item No.: 125180,Country of Origin: CHINA,643117311012,"CS/PK Size: 24/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/125180.jpg,$0.77,$18.48,https://www.jcsalesweb.com/Catalog/Product/3006/0/559720-KEYCHAIN-RETRACTABLE-ASSORTED-COLORS
KEY CHAIN  W ID HOLDER ASST CLR USA,Item No.: 146625,Country of Origin: CHINA,146625,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/146625.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/551936-KEY-CHAIN-W-ID-HOLDER-ASST-CLR-USA
HAIR TIE 12CT SMALL ASST CLR,Item No.: 166394,Country of Origin: CHINA,166394,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/166394.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/552609-HAIR-TIE-12CT-SMALL-ASST-CLR
POUCH CARTOON PRINTED ASST CLR,Item No.: 080807,Country of Origin: CHINA,,"CS/PK Size: 240/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/080807.jpg,$0.93,$11.16,https://www.jcsalesweb.com/Catalog/Product/3006/0/560264-POUCH-CARTOON-PRINTED-ASST-CLR
HAIR TIE 12CT SMALL BLACK,Item No.: 171488,Country of Origin:,171488,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/171488.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/552608-HAIR-TIE-12CT-SMALL-BLACK
NUVALU WAIST BAG WITH 3 ZIPPED POCKETS,Item No.: 25432,Country of Origin: CHINA,25432,"CS/PK Size: 48/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/25432.jpg,$1.40,$33.60,https://www.jcsalesweb.com/Catalog/Product/3006/0/548513-NUVALU-WAIST-BAG-WITH-3-ZIPPED-POCKETS
ELASTIC BAND 2000PC BLACK,Item No.: 168368,Country of Origin:,608729588184,"CS/PK Size: 360/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/168368.jpg,$0.53,$6.36,https://www.jcsalesweb.com/Catalog/Product/3006/0/552367-ELASTIC-BAND-2000PC-BLACK
EYE MASK ASST COLORS,Item No.: 95813,Country of Origin: CHINA,718551537257,"CS/PK Size: 600/20, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/95813.jpg,$0.46,$9.20,https://www.jcsalesweb.com/Catalog/Product/3006/0/539913-EYE-MASK-ASST-COLORS
HAIR TIE 8 CT BLACK,Item No.: 95789,Country of Origin: CHINA,871170031862,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/95789.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/540190-HAIR-TIE-8-CT-BLACK
NOSE RING 925 STERLING SILVER LEAD FREE 48 CT ASST COLOR & DESIGN,Item No.: 69065,Country of Origin:,08809389049349,"CS/PK Size: 48/48, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/69065.jpg,$0.93,$44.64,https://www.jcsalesweb.com/Catalog/Product/3006/0/538489-NOSE-RING-925-STERLING-SILVER-LEAD-FREE-48-CT-ASST-COLOR-DESIGN
HAIR TIES 8 CT ASST COLOR,Item No.: 95746,Country of Origin: CHINA,871170031657,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/95746.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/540063-HAIR-TIES-8-CT-ASST-COLOR
HAIR CLIP RIBBON W/STONES ASST COLOR,Item No.: 96774,Country of Origin: CHINA,871170015688,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/96774.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/540709-HAIR-CLIP-RIBBON-WSTONES-ASST-COLOR
KEYCHAIN W/LIGHT & ASST COLORS #090163,Item No.: 08215,Country of Origin: CHINA,718550901639,"CS/PK Size: 600/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/08215.jpg,$0.81,$19.44,https://www.jcsalesweb.com/Catalog/Product/3006/0/525290-KEYCHAIN-WLIGHT-ASST-COLORS-090163
KEYCHAIN W/LIGHT & ASST COLORS #090164,Item No.: 08234,Country of Origin: CHINA,718550901646,"CS/PK Size: 600/24, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/08234.jpg,$0.81,$19.44,https://www.jcsalesweb.com/Catalog/Product/3006/0/525289-KEYCHAIN-WLIGHT-ASST-COLORS-090164
NOSE RING STRAIGHT & W/ BALL GOLD #G-925,Item No.: 44171,Country of Origin: KOREA,08809389049226,"CS/PK Size: 120/120, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/44171.jpg,$0.46,$55.20,https://www.jcsalesweb.com/Catalog/Product/3006/0/525779-NOSE-RING-STRAIGHT-W-BALL-GOLD-G-925
HAIR BAND BLACK CLR #H-1179BK,Item No.: 44807,Country of Origin: CHINA,716670555305,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/44807.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/526714-HAIR-BAND-BLACK-CLR-H-1179BK
HAIR PONYTAIL 10 CT BLACK,Item No.: 97942,Country of Origin: CHINA,871170031855,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/97942.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/541090-HAIR-PONYTAIL-10-CT-BLACK
HAIR ACCESSORY CLIP W/ FLOWER BLACK #H1464BK,Item No.: 43767,Country of Origin: CHINA,608729609957,"CS/PK Size: 600/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/43767.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/524577-HAIR-ACCESSORY-CLIP-W-FLOWER-BLACK-H1464BK
HAIR SCRUNCHI BLACK W/ STONES FLOWER DSGN #JJ-2243,Item No.: 38666,Country of Origin: CHINA,871170022433,"CS/PK Size: 360/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/38666.jpg,$0.58,$6.96,https://www.jcsalesweb.com/Catalog/Product/3006/0/515920-HAIR-SCRUNCHI-BLACK-W-STONES-FLOWER-DSGN-JJ-2243
BELT MENS W/METAL BUCKLE ASST COLOR,Item No.: 61689,Country of Origin: CHINA,871170028671,"CS/PK Size: 120/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/61689.jpg,$1.05,$12.60,https://www.jcsalesweb.com/Catalog/Product/3006/0/533745-BELT-MENS-WMETAL-BUCKLE-ASST-COLOR
"NUVALU BANDANA RED 100% COTTON 21 X 21""",Item No.: 52627,Country of Origin: CHINA,195457526279,"CS/PK Size: 240/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/52627.jpg,$0.70,$8.40,https://www.jcsalesweb.com/Catalog/Product/3006/0/519574-NUVALU-BANDANA-RED-100-COTTON-21-X-21
EARRINGS HOOP W/ STONES WHITE & GOLD ASST SIZE,Item No.: 39240,Country of Origin: CHINA,08809389049523,"CS/PK Size: 96/96, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/39240.jpg,$4.09,$392.64,https://www.jcsalesweb.com/Catalog/Product/3006/0/518548-EARRINGS-HOOP-W-STONES-WHITE-GOLD-ASST-SIZE
"NUVALU BANDANA BLACK 100% COTTON 21 X 21""",Item No.: 52632,Country of Origin: CHINA,195457526323,"CS/PK Size: 240/12, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/52632.jpg,$0.70,$8.40,https://www.jcsalesweb.com/Catalog/Product/3006/0/519573-NUVALU-BANDANA-BLACK-100-COTTON-21-X-21
NOSE RING STRAIGHT  ASST CLOR #S-925,Item No.: 33675,Country of Origin: KOREA,08809389049004,"CS/PK Size: 120/120, Default UM is PK",https://www.jcsalesweb.com/ProductImages/large/33675.jpg,$0.46,$55.20,https://www.jcsalesweb.com/Catalog/Product/3006/0/463079-NOSE-RING-STRAIGHT-ASST-CLOR-S-925
